@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\TOP.v":75:28:75:31|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\TOP.v":76:28:76:31|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\TOP.v":77:28:77:31|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\TOP.v":78:36:78:39|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\TOP.v":79:35:79:38|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\TOP.v":80:36:80:39|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\gowin_pll\PLL0.v":3:7:3:11|Unrecognized synthesis directive title. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":41:30:41:33|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":42:29:42:32|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":45:56:45:59|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":46:93:46:96|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":53:59:53:62|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":80:36:80:39|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":81:34:81:37|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":82:38:82:41|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":83:37:83:40|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":84:31:84:34|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":85:37:85:40|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":86:36:86:39|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":105:31:105:34|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":109:27:109:30|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":110:32:110:35|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":111:28:111:31|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":113:32:113:35|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":114:30:114:33|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CS141 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":115:32:115:35|Unrecognized synthesis directive keep. Verify the correct directive name.
@W: CL168 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_FIFO\LCD_FIFO.v":2899:6:2899:11|Removing instance GND_cZ because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CG360 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":10:12:10:18|Removing wire mcu_ack, as there is no assignment to it.
@W: CL318 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":10:12:10:18|*Output mcu_ack has undriven bits; assigning undriven bits to 'Z'.  Simulation mismatch possible. Assign all bits of the output.
@W: CL169 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":580:0:580:5|Pruning unused register psram_eid[15:0]. Make sure that there are no unused intermediate registers.
@W: CL190 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":56:0:56:5|Optimizing register bit cur_line[9] to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL260 :"C:\fpga\Tang-Nano-examples\nano\src\LCD_PSRAM.v":56:0:56:5|Pruning register bit 9 of cur_line[9:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CG781 :"C:\fpga\Tang-Nano-examples\nano\src\TOP.v":92:10:92:13|Input mcu_req on instance lcd0 is undriven; assigning to 0.  Simulation mismatch possible. Either assign the input or remove the declaration. 
@W: CG360 :"C:\fpga\Tang-Nano-examples\nano\src\TOP.v":9:19:9:23|Removing wire LED_R, as there is no assignment to it.
@W: CG360 :"C:\fpga\Tang-Nano-examples\nano\src\TOP.v":10:19:10:23|Removing wire LED_G, as there is no assignment to it.
@W: CG360 :"C:\fpga\Tang-Nano-examples\nano\src\TOP.v":11:19:11:23|Removing wire LED_B, as there is no assignment to it.
